,1,2,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
mean,579.0,326.0,357.0,497.0,800.0,1413.0,2441.0,4478.0,8567.0,17396.0,36132.0,80709.0,190236.0,499182.0,1570007.0,5947809.0,34227177.0,181861883.0
stdev,108.0,90.0,137.0,216.0,351.0,613.0,793.0,948.0,1710.0,3513.0,6992.0,15788.0,37169.0,96816.0,308310.0,1161353.0,6648763.0,34378450.0
interval_low,522.0,281.0,290.0,392.0,630.0,1117.0,2057.0,4003.0,7696.0,15615.0,32531.0,72615.0,171172.0,449365.0,1412198.0,5351985.0,30808483.0,163919711.0
interval_up,634.0,369.0,423.0,601.0,969.0,1709.0,2824.0,4942.0,9409.0,19123.0,39595.0,88511.0,208607.0,547107.0,1722245.0,6521896.0,37517294.0,198994363.0
